VIO_ID,ACCT_NUM,ACCT_OWNER,VIOLATION_NUM,VIO_LAW_NUM,VIO_LAW_DESC,VIO_DATE,ACTION,PREM_ADDR,BIN,COMMUNITY.BOARD,COUNCIL.DISTRICT,BBL,LATITUDE,LONGITUDE,POSTCODE,BOROUGH,NUMBER,STREET,CENSUS.TRACT,NTA
1306,89036388,377 BROADWAY CONDOMINIUM,E302413,HR-48,FAIL TO MAINTAIN ANNUAL INSPECTION,7/27/2010,OPEN,377 BROADWAY,1001940,101,1,1001757501,40.718074,-74.003498,10013,MN,377,BROADWAY,33,SoHo-TriBeCa-Civic Center-Little Italy
37574,35162643,EMPIRE EQUIPMENT INC,E435453,OTHER0001,SEE FOLDER INFORMATION,6/17/2015,OPEN,4809 AVE N,3219843,318,46,3078730007,40.619037,-73.928477,11234,BK,4809,AVE N,672,Flatlands
3115,25170614,COKU ROTISSERIE,E559692,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,11/16/2018,OPEN,26 CARMINE ST,1008365,102,3,1005270069,40.730058,-74.002716,10014,MN,26,CARMINE ST,67,West Village
7693,33207184,RBG VILLAGE LLC,E499805,SPPA 4,NO PA PERMIT,11/28/2017,OPEN,380 3 AVE,1018179,106,2,1008830046,40.741714,-73.981495,10016,MN,380,3 AVE,68,Gramercy
36436,35248095,PIZZA GYRO GRILL(1FL),E559130,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,10/2/2018,OPEN,1620 AVE M,3180975,314,48,3067450009,40.618005,-73.958359,11230,BK,1620,AVE M,538,Midwood
41481,32314304,PRIME 6 INC,E521990,PA 10,REMOVE LOCKING DEVICES FROM EXITS,5/19/2018,OPEN,242 FLATBUSH AVE,3397498,306,39,3009330043,40.680175,-73.974964,11217,BK,242,FLATBUSH AVE,12902,Park Slope-Gowanus
5778,31093453,ZERO OTTO NOVI/SOLIDFUEL,E522348,RH-21,ACCESS PANELS SIGNAGE,9/25/2017,OPEN,15 W 21 ST,1015531,105,3,1008230029,40.741044,-73.991428,10010,MN,15,W 21 ST,58,Hudson Yards-Chelsea-Flatiron-Union Square
13115,30056675,EAST END BAR&GRILL(-1),E350002,RH-82,"PROV 16"" SPACING BET OPEN FLAME & FRYER",11/25/2013,OPEN,1664 1 AVE,1050561,108,5,1015660046,40.777274,-73.948723,10028,MN,1664,1 AVE,14402,Yorkville
26001,38276382,PIZZA PLACE,E535074,RH-22,TERMINATION OF GREASE DUCTS Û 10 FOOT,8/6/2018,OPEN,1665 METROPOLITAN AVE,2096763,209,18,2039447501,40.840769,-73.855516,10462,BX,1665,METROPOLITAN AVE,21001,Parkchester
771,30002950,90 NASSAU ST LLC,E299325,OTHER0001,SEE FOLDER INFORMATION,1/6/2010,OPEN,90 NASSAU ST,1001205,101,1,1000780043,40.710064,-74.007706,10038,MN,90,NASSAU ST,1502,Battery Park City-Lower Manhattan
33880,24160103,PS 268 EMMA LAZARUS,E314884,PBU-28A,maint exit/corrid door closed.,8/8/2011,OPEN,133 E 53 ST,3100292,317,41,3046230028,40.657323,-73.927547,11203,BK,133,E 53 ST,866,Rugby-Remsen Village
18931,32155004,INDIAN MISSION TO THE UN,E532359,OTHER0001,SEE FOLDER INFORMATION,10/5/2018,OPEN,235 E 43 ST,1084824,106,4,1013170020,40.751009,-73.971992,10017,MN,235,E 43 ST,88,Turtle Bay-East Midtown
31891,34061127,MANHATTAN PROPANE INC,E519246,HCU37,,6/7/2018,OPEN,245 MESEROLE AVE,3065442,301,33,3026040001,40.729362,-73.946552,11222,BK,245,MESEROLE AVE,573,Greenpoint
10493,36155620,1370 AVE OF AMERICA LLC,E438179,OTHER0001,SEE FOLDER INFORMATION,4/11/2015,OPEN,1370 6 AVE,1034855,105,4,1012710071,40.763141,-73.977474,10019,MN,1370,6 AVE,104,Midtown-Midtown South
43697,35339241,OUR LADY OF SORROW,E444838,PA 34,PROVIDE COF HOLDERS AS FIRE GUARDS,11/2/2015,OPEN,35-24 105 ST,4043420,403,21,4017460025,40.754366,-73.863384,11368,QN,35-24,105 ST,379,North Corona
7047,89043277,HESKEL'S PARAMOUNT LLC,E326404,EAP-4,PROVIDE EAPD HOLDING A COF,10/31/2011,OPEN,152 MADISON AVE,1017012,105,4,1008620016,40.746727,-73.984076,10016,MN,152,MADISON AVE,74,Midtown-Midtown South
33994,31238330,CARIBBEAN JERKEE'S,E359653,RH-2,LEGALIZE EXTINGUISHING SYSTEM -NO RECORD,7/19/2012,OPEN,932 UTICA AVE,3102839,317,45,3046970031,40.650355,-73.930598,11203,BK,932,UTICA AVE,860,East Flatbush-Farragut
10767,87013090,MTA NYC TRANSIT,E566879,STP 28,REPAIRREPLACEDEFECTIVE HOSEOUTLETON____F,11/24/2018,OPEN,347 MADISON AVE,1035376,105,4,1012790048,40.754387,-73.977713,10017,MN,347,MADISON AVE,94,Midtown-Midtown South
45168,27106061,NY POLICE DEPT,E426869,OTHER0001,SEE FOLDER INFORMATION,3/21/2014,OPEN,37-05 UNION ST,4113348,407,20,4050110006,40.762349,-73.82702,11354,QN,37-05,UNION ST,865,Flushing
37083,27107283,NYC POLICE DEPT,E426734,OTHER0001,SEE FOLDER INFORMATION,1/7/2014,OPEN,2951 W 8 ST,3196591,313,48,3072790290,40.576615,-73.9761,11224,BK,2951,W 8 ST,354,West Brighton
33593,89059828,404 PINE STREET LLC,E516165,EAP-4,PROVIDE EAPD HOLDING A COF,11/7/2018,OPEN,475 EUCLID AVE,3094690,305,42,3042140001,40.675728,-73.871514,11208,BK,475,EUCLID AVE,1196,East New York
41220,91136663,UNITED LUBAVITCHER,E439316,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,3/24/2016,OPEN,570 CROWN ST,3393264,309,35,3014170007,40.66528,-73.939484,11213,BK,570,CROWN ST,333,Crown Heights South
24689,29173028,PUBLIC SCHOOL 78,E242907,RH-81,PROVIDE CLEANING & OPER INST & DUCT SKET,6/24/2009,OPEN,1400 NEEDHAM AVE,2060191,212,12,2047190001,40.878474,-73.850591,10469,BX,1400,NEEDHAM AVE,386,Eastchester-Edenwald-Baychester
32691,36251593,TAQUERIA ALCATLAN,E472130,RH-59,PROVIDE K CLASS OR OTHER EXTINGUISHER,7/26/2016,OPEN,298 IRVING AVE,3076146,304,37,3033260036,40.699014,-73.914686,11237,BK,298,IRVING AVE,433,Bushwick North
50729,32315772,MARRIOTT HOTEL/ WILSHER,E541270,HT-2,PROVIDE FSD & DEPUTY FSD,7/31/2018,OPEN,29-27 40 RD,4864732,401,26,4004020012,40.751459,-73.935081,11101,QN,29-27,40 RD,31,Queensbridge-Ravenswood-Long Island City
43363,24104549,"LAPCHI, INC",E292564,SPPA 4,NO PA PERMIT,9/10/2012,OPEN,62-02 ROOSEVELT AVE,4030046,402,26,4012940058,40.745423,-73.901962,11377,QN,62-02,ROOSEVELT AVE,261,Woodside
39569,31282262,PS 11 PURVIS J BEHAN,E502615,PBU-40,Prov CoF for maint of spk/IFA,10/18/2017,OPEN,419 WAVERLY AVE,3332865,302,35,3019620010,40.685624,-73.965856,11238,BK,419,WAVERLY AVE,199,Clinton Hill
31899,34260331,PUNJAB ENTERPRISES INC,E446742,HCU3,,4/6/2016,OPEN,245 MESEROLE AVE,3065442,301,33,3026040001,40.729362,-73.946552,11222,BK,245,MESEROLE AVE,573,Greenpoint
33204,24158339,THOMAS JEFFERSON HS,E325415,PBU-29A,Fail maintain/repair/refit door(s),4/13/2011,OPEN,400 PENNSYLVANIA AVE,3084440,305,42,3037880001,40.666861,-73.89513,11207,BK,400,PENNSYLVANIA AVE,1156,East New York (Pennsylvania Ave)
1564,38277000,RIVER LOFTS CONDOS,E548558,OTHER0001,SEE FOLDER INFORMATION,8/1/2018,OPEN,92 LAIGHT ST,1002832,101,1,1002187501,40.722588,-74.011009,10013,MN,92,LAIGHT ST,39,SoHo-TriBeCa-Civic Center-Little Italy
35388,38048328,BPBP LP,E507135,OTHER0001,SEE FOLDER INFORMATION,1/30/2018,OPEN,5002 13 AVE,3138047,312,44,3056480038,40.634323,-73.993214,11219,BK,5002,13 AVE,220,Borough Park
33149,37095403,FLAVORS(SOLID-FUEL),E481068,RH-74,A CHARGED HOSE TO CONTROL HOW HOT FIRES,3/17/2017,OPEN,1863 PITKIN AVE,3083753,316,37,3037120042,40.670861,-73.904027,11212,BK,1863,PITKIN AVE,908,Brownsville
20471,35126648,MOUNT SINAI MEDICAL CTR,E525351,OTHER0001,SEE FOLDER INFORMATION,4/10/2018,OPEN,1470 MADISON AVE,1088796,111,8,1016070005,40.790871,-73.952012,10029,MN,1470,MADISON AVE,168,East Harlem South
34952,99047896,VERIZON NEW YORK INC,E418155,FO 4,SEAL TANK,3/30/2017,OPEN,4101 14 AVE,3124829,312,39,3053440006,40.637816,-73.98505,11219,BK,4101,14 AVE,230,Borough Park
37879,35052869,NYC DEPT OF EDUCATION,E412019,RH-1,INSTALL FIRE PROTECTION ORDER,2/27/2015,OPEN,7103 AVE T,3236665,318,46,3083930001,40.622009,-73.909079,11234,BK,7103,AVE T,69602,Georgetown-Marine Park-Bergen Beach-Mill Basin
49303,87053658,CUNY QUEENS COLLEGE,E521016,SPPA 4,NO PA PERMIT,12/14/2017,OPEN,65-50 KISSENA BLVD,4439911,408,24,4065170001,40.736229,-73.817215,11367,QN,65-50,KISSENA BLVD,809,Kew Gardens Hills
29502,37220977,2402 ATLANTIC HOLDING LL,E497308,OTHER0001,SEE FOLDER INFORMATION,6/2/2017,OPEN,2402 ATLANTIC AVE,3038666,316,37,3014370008,40.675747,-73.90533,11233,BK,2402,ATLANTIC AVE,36502,Ocean Hill
14789,87038196,GRAN SLAM SPORT CLUB INC,E562041,SPPA 4,NO PA PERMIT,11/23/2018,OPEN,3534 BROADWAY,1061922,109,7,1020760061,40.826025,-73.95023,10031,MN,3534,BROADWAY,229,Hamilton Heights
51128,31266331,IS 49 B A DREYFUS,E558025,PBU-11B,Repair fire alarm system,9/19/2018,OPEN,101 WARREN ST,5014184,501,49,5005560080,40.620477,-74.080785,10304,SI,101,WARREN ST,29,Stapleton-Rosebank
32856,33195488,ASCEND LEARNING DBA,E504133,SPPA 4,NO PA PERMIT,4/17/2017,OPEN,1501 PITKIN AVE,3080697,316,41,3034920001,40.668967,-73.917867,11212,BK,1501,PITKIN AVE,900,Brownsville
45950,31265283,PS 188 KINGSBURY SCHOOL,E550016,PBU-32,Remov all accum. rubb and storag,7/17/2018,OPEN,218-12 HARTLAND AVE,4164350,411,23,4077740165,40.736128,-73.753627,11364,QN,218-12,HARTLAND AVE,129104,Oakland Gardens
39393,29167053,GOLDEN SELDEN RLTY LLC,E494116,SPK 17,RESTORE SPRINKLER SYS TO PROPER SERVICE,9/12/2017,OPEN,892 DEAN ST,3330772,308,35,3011410028,40.678368,-73.960447,11238,BK,892,DEAN ST,305,Crown Heights North
28471,37266624,NARGIS & BAR GRILL,E371696,RH-2,LEGALIZE EXTINGUISHING SYSTEM -NO RECORD,8/23/2017,OPEN,155 5 AVE,3019397,306,39,3009470005,40.677877,-73.9792,11217,BK,155,5 AVE,131,Park Slope-Gowanus
33756,87044509,NYC DEPT OF EDUCATION,E479390,PA 24,PROVIDE FLAMEPROOFING AFFIDAVIT,2/1/2016,OPEN,970 VERMONT ST,3097873,305,42,3043920001,40.655254,-73.886453,11207,BK,970,VERMONT ST,1104,East New York
25684,20056750,MTA NYC TRANSIT,E408753,OTHER0001,SEE FOLDER INFORMATION,8/5/2015,OPEN,1170 OAK POINT AVE,2094467,202,17,2027710030,40.808919,-73.89148,10474,BX,1170,OAK POINT AVE,93,Hunts Point
3361,24123580,AINSPH LLC,E529538,SPPA 4,NO PA PERMIT,11/16/2018,OPEN,64 3 AVE,1008969,103,2,1005560020,40.731352,-73.989036,10003,MN,64,3 AVE,42,East Village
37514,24047086,MATRIX LOUNGE & GRILL,E411946,RH-2,LEGALIZE EXTINGUISHING SYSTEM -NO RECORD,8/5/2014,OPEN,4410 AVE H,3214221,318,45,3077480044,40.632307,-73.933679,11234,BK,4410,AVE H,726,Flatlands
47044,4552329,116-54 NEWBURG HOLDING,E496094,OTHER0001,SEE FOLDER INFORMATION,10/23/2018,OPEN,116-54 NEWBURG ST,4220015,412,27,4103150118,40.692601,-73.765625,11412,QN,116-54,NEWBURG ST,424,St. Albans
35859,26010330,PIPIN'S PUB INC,E559823,RH-85,REINSPECTION REQUIRED,12/18/2018,OPEN,9023 3 AVE,3154544,310,43,3060810001,40.62035,-74.032042,11209,BK,9023,3 AVE,58,Bay Ridge
50968,38356531,TIPICO DOMINICANO,E556054,RH-85,REINSPECTION REQUIRED,10/22/2018,OPEN,1195 CASTLETON AVE,5005309,501,49,5001980139,40.634356,-74.122149,10310,SI,1195,CASTLETON AVE,13302,West New Brighton-New Brighton-St. George
25942,32045486,NYC DEPT OF EDUCATION,E511951,PA 32,HAVE I.F.A. RESTORED TO WORKING ORDER,7/25/2018,OPEN,2195 ANDREWS AVE,2096013,207,14,2032240009,40.859125,-73.909761,10453,BX,2195,ANDREWS AVE,255,Kingsbridge Heights
5235,98077803,"119 W24ST PROPERTIES,LLC",E500387,EAP-4,PROVIDE EAPD HOLDING A COF,1/13/2017,OPEN,119 W 24 ST,1014981,104,3,1008000025,40.744178,-73.993201,10011,MN,119,W 24 ST,91,Hudson Yards-Chelsea-Flatiron-Union Square
13328,38056768,JAGUAR RESTAURANT,E522529,RH-85,REINSPECTION REQUIRED,2/14/2018,OPEN,1735 LEXINGTON AVE,1052135,111,8,1016360123,40.793549,-73.94504,10029,MN,1735,LEXINGTON AVE,172,East Harlem South
7242,89047997,260-26 MADISON AVE LLC,E284299,EAP-14,MAINTAIN RECORD OF EAP DRILLS,9/24/2009,OPEN,260 MADISON AVE,1017230,105,4,1008680016,40.750743,-73.981251,10016,MN,260,MADISON AVE,82,Murray Hill-Kips Bay
33222,87043584,NYC DEPT OF EDUCATION,E511504,PA 37,PROVIDE COF HOLDER FOR SPK,2/14/2018,OPEN,400 PENNSYLVANIA AVE,3084440,305,42,3037880001,40.666861,-73.89513,11207,BK,400,PENNSYLVANIA AVE,1156,East New York (Pennsylvania Ave)
31754,37189792,TACOS4U INC,E519340,HCU8,,11/18/2018,OPEN,245 MESEROLE AVE,3065442,301,33,3026040001,40.729362,-73.946552,11222,BK,245,MESEROLE AVE,573,Greenpoint
38892,31268600,FOLLOWERS OF JESUS SCH,E544047,PBU-13,PROVIDE EMERGENCY SIGN AT ELEVATOR,2/16/2018,OPEN,3065 ATLANTIC AVE,3327081,305,37,3039570045,40.679096,-73.881768,11208,BK,3065,ATLANTIC AVE,1168,East New York
33518,87080842,NYC DEPT OF EDUCATION,E424351,PA 17,NOT MATCH CERT OF OCCUPANCY,10/15/2018,OPEN,158 RICHMOND ST,3092063,305,37,3041260047,40.683402,-73.877242,11208,BK,158,RICHMOND ST,117601,Cypress Hills-City Line
29570,24075863,NYC DEPT. OF EDUCATION,E521087,PA 17,NOT MATCH CERT OF OCCUPANCY,8/30/2017,OPEN,1396 BROADWAY,3039676,303,41,3014820001,40.688483,-73.920787,11221,BK,1396,BROADWAY,375,Stuyvesant Heights
28885,24065336,RESTAURANT GEN INC.,E462061,RH-50,REPAIR DEFECTIVE/CLOGGED NOZZLES & CAPS,5/18/2016,OPEN,659 WASHINGTON AVE,3028235,308,35,3011470001,40.677617,-73.963521,11238,BK,659,WASHINGTON AVE,205,Prospect Heights
17065,98034770,R X R PROPERTY MGMT LLC,E356585,HRU-3,PROVIDE LOA FOR ALARM SYSTEM,5/9/2013,OPEN,620 AVE OF AMERICAS,1080644,105,3,1008207505,40.739919,-73.994255,10011,MN,620,AVE OF AMERICAS,54,Hudson Yards-Chelsea-Flatiron-Union Square
38893,31268600,FOLLOWERS OF JESUS SCH,E544047,PBU-10,MAINTAIN FIRE DRILLS RECORDS,2/16/2018,OPEN,3065 ATLANTIC AVE,3327081,305,37,3039570045,40.679096,-73.881768,11208,BK,3065,ATLANTIC AVE,1168,East New York
1970,36398519,PUEBLA MEXICAN FOOD,E484328,RH-21,ACCESS PANELS SIGNAGE,11/14/2016,OPEN,120 ESSEX ST,1004297,103,1,1003530044,40.719193,-73.987656,10002,MN,120,ESSEX ST,18,Chinatown
33508,24158073,PS 65 L RED SCH HOUSE,E325923,PBU-53,prov proof of flame resist decor,5/11/2011,OPEN,158 RICHMOND ST,3092063,305,37,3041260047,40.683402,-73.877242,11208,BK,158,RICHMOND ST,117601,Cypress Hills-City Line
37158,23110471,KAVKAZKIY DVORIK INC,E534577,RH-78,,8/30/2018,OPEN,2715 AVE U,3198781,315,46,3073320049,40.600372,-73.944229,11229,BK,2715,AVE U,574,Madison
40393,37052560,PS 153 ANNEX,E544282,PBU-53,prov proof of flame resist decor,2/9/2018,OPEN,1087 OCEAN AVE,3339044,314,45,3052200007,40.635888,-73.957986,11230,BK,1087,OCEAN AVE,770,Flatbush
43840,4593026,ZENITH MANAGEMENT LLC,E527128,FO 4,SEAL TANK,6/6/2018,OPEN,108-20 48 AVE,4049517,404,21,4020040006,40.745982,-73.855426,11368,QN,108-20,48 AVE,415,Corona
21539,98043524,MI PUEBLITO REST,E534546,RH-85,REINSPECTION REQUIRED,9/17/2018,OPEN,111 E 167 ST,2002850,204,16,2024650001,40.83522,-73.91889,10452,BX,111,E 167 ST,197,West Concourse
10786,37317641,350 MADISON ACQUISITION,E523456,OTHER0001,SEE FOLDER INFORMATION,5/16/2018,OPEN,350 MADISON AVE,1035377,105,4,1012790057,40.754682,-73.978415,10017,MN,350,MADISON AVE,94,Midtown-Midtown South
17006,88104732,214 W 39 ST LLC,E517000,HRU-13,RESTORE FIRE ALARM SYSTEM,1/2/2019,OPEN,214 W 39 ST,1080567,105,3,1007887501,40.754231,-73.989115,10018,MN,214,W 39 ST,113,Midtown-Midtown South
48446,29105293,JIN JIN YOU WEI INC,E242824,RH1,REQUIRED SYS NOT PROVIDED-INSTALL ORDERS,6/3/2009,OPEN,41-28 MAIN ST,4312192,407,20,4050420035,40.757216,-73.829417,11355,QN,41-28,MAIN ST,849,Flushing
51624,24167322,NEW DORP HIGH SCHOOL,E325577,PBU-68,Disc illegal stora Class1flamma,4/29/2011,OPEN,465 NEW DORP LA,5055367,502,50,5039300010,40.570014,-74.107014,10306,SI,465,NEW DORP LA,11202,New Dorp-Midland Beach
42947,31280779,PS 151 MARY CARTER,E543270,PBU-52,Limit size of walls decorations,12/17/2018,OPEN,50-05 31 AVE,4014094,401,22,4007520001,40.75767,-73.908366,11377,QN,50-05,31 AVE,163,Astoria
7213,87036588,ALTA CUCINA,E280430,SPPA 4,NO PA PERMIT,10/12/2011,OPEN,22 E 38 ST,1017220,106,4,1008670055,40.749967,-73.980946,10016,MN,22,E 38 ST,82,Murray Hill-Kips Bay
29971,87099404,NYC DEPT OF EDUCATION,E562588,SPPA 4,NO PA PERMIT,12/27/2018,OPEN,272 MAC DONOUGH ST,3047054,303,36,3016740011,40.681563,-73.935672,11233,BK,272,MAC DONOUGH ST,273,Stuyvesant Heights
7646,91089599,NY STATE ARMOR,E479680,SPPA 4,NO PA PERMIT,1/6/2016,OPEN,68 LEXINGTON AVE,1018103,105,2,1008810006,40.741351,-73.984239,10010,MN,68,LEXINGTON AVE,68,Gramercy
28173,37090859,20TH STREET COLLISION &,E379190,SPRY00B31,FILE PLANS OF INSTALLATION WITH BLDGS,3/25/2017,OPEN,135 20 ST,3009144,307,38,3006360061,40.664353,-73.996421,11232,BK,135,20 ST,143,Park Slope-Gowanus
43973,24163529,IS 125 WOODSIDE,E368918,PBU-14,PROVIDE DIAGRAM SIGN WHERE REQUIRED,10/12/2011,OPEN,46-02 47 AVE,4052874,402,26,4022840006,40.740459,-73.918717,11377,QN,46-02,47 AVE,235,Hunters Point-Sunnyside-West Maspeth
37299,91086173,JIZZ-BIZZ INC,E559835,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,12/13/2018,OPEN,2801 CONEY ISLAND AVE,3203827,315,48,3074300057,40.588245,-73.960052,11235,BK,2801,CONEY ISLAND AVE,588,Homecrest
11920,94015948,MISSION OF KUWAIT,E278639,EAP-1,PREPARE EAP PLAN AS PER GUIDELINE,1/6/2010,OPEN,319 E 44 ST,1038756,106,4,1013370013,40.750824,-73.970032,10017,MN,319,E 44 ST,90,Turtle Bay-East Midtown
6789,30103162,BARUCH COLLEGE H.S.,E538395,OTHER0001,SEE FOLDER INFORMATION,12/7/2018,OPEN,55 E 25 ST,1016745,105,2,1008550016,40.741873,-73.985726,10010,MN,55,E 25 ST,56,Hudson Yards-Chelsea-Flatiron-Union Square
34532,24159519,P.S. 249 CATON  SCHOOL,E314060,PBU-31A,Remove obstruct impeding egress,6/13/2011,OPEN,18 MARLBOROUGH RD,3116438,314,40,3050750001,40.649552,-73.966489,11226,BK,18,MARLBOROUGH RD,506,Flatbush
12453,28207850,USKUDAR TURKISH REST,E480296,RH-20,PROVIDED ACCESS PANELS,4/24/2017,OPEN,1405 2 AVE,1043994,108,4,1014280022,40.769747,-73.957983,10021,MN,1405,2 AVE,126,Lenox Hill-Roosevelt Island
37114,87013249,JAMES BUCKLEY,E561629,PA 10,REMOVE LOCKING DEVICES FROM EXITS,11/9/2018,OPEN,2926 AVE S,3197603,315,46,3073080007,40.604828,-73.943062,11229,BK,2926,AVE S,566,Madison
31210,24157372,PS 380 JOHN WAYNE SCHOOL,E325529,PBU-28A,maint exit/corrid door closed.,4/13/2011,OPEN,370 MARCY AVE,3061235,301,33,3022360009,40.701897,-73.953414,11206,BK,370,MARCY AVE,531,Bedford
23075,1704378,NYC DOE,E408661,SPK 20,PROVIDE/ INSTALL AIR COMP PRESSURE TANK,7/24/2015,OPEN,560 E 179 ST,2011844,206,15,2030610055,40.848312,-73.89358,10457,BX,560,E 179 ST,37504,East Tremont
5759,38197364,45 W 21ST ST ASSOCS LLC,E523462,OTHER0001,SEE FOLDER INFORMATION,5/30/2018,OPEN,45 W 21 ST,1015524,105,3,1008230010,40.741441,-73.992759,10010,MN,45,W 21 ST,58,Hudson Yards-Chelsea-Flatiron-Union Square
29276,34044636,SUSHI SPOT II,E372588,RH-2,LEGALIZE EXTINGUISHING SYSTEM -NO RECORD,2/21/2014,OPEN,426 KINGSTON AVE,3034644,309,35,3013110044,40.664366,-73.942978,11225,BK,426,KINGSTON AVE,331,Crown Heights South
25582,38119905,BLUE MIST,E489243,RH-87,SUBMIT AMENDED PLANS,4/5/2018,OPEN,2166 WESTCHESTER AVE,2092872,209,18,2038140042,40.833917,-73.852097,10462,BX,2166,WESTCHESTER AVE,92,Westchester-Unionport
2498,38133757,NUMERO 28 PIZZA,E559290,RH-3,LEGALIZE - SYSTEM ALTERED,10/2/2018,OPEN,176 2 AVE,1006470,103,2,1004530002,40.730414,-73.98597,10003,MN,176,2 AVE,40,East Village
51945,26053512,ST. JOHNS UNIVERSTY,E295479,RH-3,LEGALIZE - SYSTEM ALTERED,10/7/2010,OPEN,300 HOWARD AVE,5106892,501,49,5005930500,40.622129,-74.08961,10301,SI,300,HOWARD AVE,39,Grymes Hill-Clifton-Fox Hills
24113,30185185,PS 102 JOSEPH O. LORETAN,E170259,RH-53,SEMI ANNUAL INSPECTION & RECORDS REQ.,3/15/2012,OPEN,1827 ARCHER ST,2028640,209,18,2039210030,40.838204,-73.866029,10460,BX,1827,ARCHER ST,21601,West Farms-Bronx River
14988,94019833,ENGINE 67,E347631,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,11/29/2012,OPEN,518 W 170 ST,1063024,112,10,1021260034,40.841444,-73.937323,10032,MN,518,W 170 ST,253,Washington Heights South
30325,35248319,ANGELA'S FOOD COURT,E434552,RH-81,PROVIDE CLEANING & OPER INST & DUCT SKET,9/10/2015,OPEN,417 NOSTRAND AVE,3051975,303,36,3018280092,40.683475,-73.950033,11216,BK,417,NOSTRAND AVE,249,Bedford
43071,28036150,TWO GREEKS TO GO INC,E339149,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,2/13/2012,OPEN,20-02 31 ST,4017838,401,22,4008480039,40.779739,-73.906831,11105,QN,20-02,31 ST,111,Steinway
24757,87064218,ST MARYS CHURCH SCHOOL,E457987,SPPA 4,NO PA PERMIT,3/22/2017,OPEN,3956 CARPENTER AVE,2062993,212,12,2048260043,40.888295,-73.863197,10466,BX,3956,CARPENTER AVE,394,Williamsbridge-Olinville
30083,31119639,NYC DEPT OF EDUCATION,E479405,SPPA 4,NO PA PERMIT,1/14/2016,OPEN,700 PARK AVE,3048508,303,36,3017390011,40.697432,-73.947857,11206,BK,700,PARK AVE,257,Bedford
20838,34302323,PROMED CORINTHIAN LLC,E539450,OTHER0001,SEE FOLDER INFORMATION,7/25/2018,OPEN,345 E 37 ST,1809657,106,4,1009437501,40.746432,-73.972892,10016,MN,345,E 37 ST,78,Murray Hill-Kips Bay
40398,37052560,PS 153 ANNEX,E558024,PBU-82,Prov/replac burnt out EXIT light,9/20/2018,OPEN,1087 OCEAN AVE,3339044,314,45,3052200007,40.635888,-73.957986,11230,BK,1087,OCEAN AVE,770,Flatbush
48569,93084945,COSMOS PLACE,E333802,RH-3,LEGALIZE - SYSTEM ALTERED,9/30/2011,OPEN,23-08 HOYT AVE S,4431118,401,22,4008720043,40.773635,-73.922591,11102,QN,23-08,HOYT AVE S,69,Old Astoria
22716,36405967,NYCSCA,E524122,OTHER0001,SEE FOLDER INFORMATION,9/29/2017,OPEN,3630 3 AVE,2009611,203,16,2029250001,40.8337,-73.903935,10456,BX,3630,3 AVE,14701,Claremont-Bathgate
20741,31216450,CIRCA,E333228,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,9/1/2011,OPEN,20 W 33 ST,1805925,105,4,1008347501,40.748165,-73.986569,10001,MN,20,W 33 ST,76,Midtown-Midtown South
38603,6574859,606 REALTY INC.,E312263,FO 4,SEAL TANK,10/12/2011,OPEN,606 45 ST,3324375,307,38,3007490005,40.646313,-74.005088,11220,BK,606,45 ST,96,Sunset Park East
48149,87128823,NYC DEPT OF EDUCATION,E511890,SPPA 4,NO PA PERMIT,7/20/2018,OPEN,535 BRIAR PL,4301194,414,31,4157720031,40.599694,-73.75836,11691,QN,535,BRIAR PL,99801,Far Rockaway-Bayswater
41547,32213613,NYC DEPT OF EDUCATION,E462244,RH-54,QUARTERLY EXHAUST SYSTEM CLEANING,6/16/2016,OPEN,1057 52 ST,3398120,312,44,3056530055,40.636583,-73.998786,11219,BK,1057,52 ST,220,Borough Park
45151,24156176,FLUSHING HIGH SCHOOL,E368430,PBU-30,PROVIDE OR REPAIR A DOOR,11/21/2011,OPEN,35-01 UNION ST,4113172,407,20,4050020001,40.76495,-73.826878,11354,QN,35-01,UNION ST,1161,Flushing
9067,33283524,LANA REST LLC,E429696,SPPA 4,NO PA PERMIT,10/22/2014,OPEN,686 9 AVE,1025123,104,3,1010380102,40.761681,-73.989917,10036,MN,686,9 AVE,127,Clinton
20099,27219013,THE INSTITUTE OF FAMILY,E240018,HR-13,PROVIDE FW AND DEPUTY FW.,8/25/2008,OPEN,2006 MADISON AVE,1087856,111,9,1017520057,40.807582,-73.939592,10035,MN,2006,MADISON AVE,206,Central Harlem North-Polo Grounds
32450,35319573,MELROSE ACADEMY 88607,E507524,PBU-40,Prov CoF for maint of spk/IFA,1/9/2018,OPEN,271 MELROSE ST,3071962,304,34,3031570037,40.702344,-73.929651,11206,BK,271,MELROSE ST,425,Bushwick South
10732,88110309,METROPOLITAN TRANS AUTH,E282115,EAP-7,PROPERLY DESIGNATE C.O.S.,3/31/2009,OPEN,345 MADISON AVE,1035371,105,4,1012790023,40.754184,-73.977905,10017,MN,345,MADISON AVE,94,Midtown-Midtown South
