VIO_ID,ACCT_NUM,ACCT_OWNER,VIOLATION_NUM,VIO_LAW_NUM,VIO_LAW_DESC,VIO_DATE,ACTION,PREM_ADDR,BIN,COMMUNITY.BOARD,COUNCIL.DISTRICT,BBL,LATITUDE,LONGITUDE,POSTCODE,BOROUGH,NUMBER,STREET,CENSUS.TRACT,NTA
31449,35333012,BKLN GARDEN LLC,E528005,SPPA 5,PREMISE ALTERED/UNSAFE-REVOKE PERMIT,4/7/2018,OPEN,45 S 3 ST,3063064,301,33,3024150022,40.713752,-73.965782,11249,BK,45,S 3 ST,551,North Side-South Side
32823,31189152,NYC DEPT OF EDUCATION,E561602,SPPA 4,NO PA PERMIT,10/19/2018,OPEN,84 SCHAEFER ST,3079428,304,37,3034270011,40.686655,-73.910205,11207,BK,84,SCHAEFER ST,401,Bushwick South
28110,29205630,BT RED HOOK LLC,E494359,SPK 8,CONDUCT TRIP TEST OF AUTO SPK DRY VALVE,5/1/2017,OPEN,202 COFFEY ST,3008587,306,38,3005730101,40.678832,-74.017246,11231,BK,202,COFFEY ST,53,Carroll Gardens-Columbia Street-Red Hook
28992,24133696,ST. FRANCIS DE SALES,E559394,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,11/14/2018,OPEN,260 EASTERN PKWY,3029670,309,35,3011850001,40.670685,-73.960786,11225,BK,260,EASTERN PKWY,213,Crown Heights South
31611,36040400,ANTHEM PROPANE EXCHANGE,E486296,HCU8,,5/10/2017,OPEN,245 MESEROLE AVE,3065442,301,33,3026040001,40.729362,-73.946552,11222,BK,245,MESEROLE AVE,573,Greenpoint
35930,31267230,P.S. 247,E401648,PBU-9A,Provide a LoA for IFA,9/16/2015,OPEN,7002 21 AVE,3157466,311,47,3061740036,40.612259,-73.987208,11204,BK,7002,21 AVE,258,Bensonhurst West
41791,36328037,GREAT WALL KITCHEN,E484350,RH-20,PROVIDED ACCESS PANELS,9/28/2016,OPEN,60 HENRY ST,3818138,302,33,3002210020,40.699297,-73.99244,11201,BK,60,HENRY ST,1,Brooklyn Heights-Cobble Hill
28325,35019124,ST ANDREWS COMM DAYCARE,E454102,OTHER0001,SEE FOLDER INFORMATION,1/16/2015,OPEN,4917 4 AVE,3012910,307,38,3007830001,40.646517,-74.012022,11220,BK,4917,4 AVE,78,Sunset Park West
32390,22010995,TRADE SMART FRESH MARKET,E412227,RH1,REQUIRED SYS NOT PROVIDED-INSTALL ORDERS,6/18/2014,OPEN,829 BROADWAY,3071704,304,34,3031330003,40.69939,-73.939028,11206,BK,829,BROADWAY,389,Bushwick South
31027,31286255,BISHOP LOUGHLIN HS,E461053,PBU-31A,Remove obstruct impeding egress,10/24/2017,OPEN,357 CLERMONT AVE,3059492,302,35,3021220004,40.686779,-73.969084,11238,BK,357,CLERMONT AVE,197,Clinton Hill
30136,24157489,PS 23 CARTER G WOODSON,E325795,PBU-68,Disc illegal stora Class1flamma,5/9/2011,OPEN,545 WILLOUGHBY AVE,3048818,303,36,3017590013,40.694427,-73.94769,11206,BK,545,WILLOUGHBY AVE,25901,Bedford
38626,37321973,TARMEH FOOD CORP,E524067,OTHER0001,SEE FOLDER INFORMATION,10/17/2017,OPEN,301 MARCUS GARVEY BLVD,3325019,303,36,3016340001,40.687073,-73.938588,11221,BK,301,MARCUS GARVEY BLVD,277,Stuyvesant Heights
31667,38393567,SUPREME TRUCKING CORP,E510605,HCU42,,12/6/2018,OPEN,245 MESEROLE AVE,3065442,301,33,3026040001,40.729362,-73.946552,11222,BK,245,MESEROLE AVE,573,Greenpoint
38268,37169232,NYC DEPT OF HOMELESS,E495813,OTHER0001,SEE FOLDER INFORMATION,4/21/2017,OPEN,515 BLAKE AVE,3252577,305,42,3037660001,40.667818,-73.900372,11207,BK,515,BLAKE AVE,1134,East New York (Pennsylvania Ave)
35003,24159253,PS 179 THE KENSINGTON,E325190,PBU-30,PROVIDE OR REPAIR A DOOR,4/4/2011,OPEN,202 AVE C,3126001,312,39,3053710001,40.640218,-73.977278,11218,BK,202,AVE C,488,Kensington-Ocean Parkway
29672,24155111,PS 155,E314028,PBU-41A,FAIL TO COMPLY LL 58/09,6/2/2011,OPEN,1355 HERKIMER ST,3042263,316,37,3015520043,40.677638,-73.908696,11233,BK,1355,HERKIMER ST,369,Ocean Hill
33883,24160103,PS 268 EMMA LAZARUS,E314885,PBU-19A,Provide require fireblock/drafstop,8/8/2011,OPEN,133 E 53 ST,3100292,317,41,3046230028,40.657323,-73.927547,11203,BK,133,E 53 ST,866,Rugby-Remsen Village
41022,38057642,BUENA VIDA REHAB CTR,E512810,RH-28,DAMPERS NOT PERMITTED EXCEPT FROM EQUIP,2/12/2018,OPEN,48 CEDAR ST,3387647,304,34,3032320001,40.696771,-73.92754,11221,BK,48,CEDAR ST,423,Bushwick South
41871,36131423,LAFAYETTE GARDENS &,E463601,PA 16,PROPERLY POST OCCUPANCY LOAD SIGN,4/26/2016,OPEN,442 DE KALB AVE,3842613,303,35,3019380001,40.690016,-73.95982,11205,BK,442,DE KALB AVE,233,Bedford
27453,89050967,J-W MAYS INC.,E516954,HRU-13,RESTORE FIRE ALARM SYSTEM,9/26/2018,OPEN,25 ELM PL,3000452,302,33,3001580001,40.689462,-73.984004,11201,BK,25,ELM PL,37,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
36865,32241820,AVENUE U PARTNERS LLC,E561310,PA 29,INSTAL EXIT LIGHTS AS REQUIRED,10/15/2018,OPEN,400 AVE U,3192819,315,47,3071297501,40.597194,-73.969127,11223,BK,400,AVE U,396,Homecrest
33917,92049337,NYC DEPT OF EDUCATION,E463000,SPPA 4,NO PA PERMIT,3/16/2016,OPEN,1060 CLARKSON AVE,3101168,317,41,3046480001,40.658997,-73.922493,11212,BK,1060,CLARKSON AVE,886,Rugby-Remsen Village
29494,36298289,CRUNCH TOWN HEIGHTS,E459329,OTHER0001,SEE FOLDER INFORMATION,8/5/2016,OPEN,842 LEFFERTS AVE,3038514,309,41,3014300022,40.663248,-73.93294,11203,BK,842,LEFFERTS AVE,880,Prospect Lefferts Gardens-Wingate
27758,38084471,TRADER JOES,E523878,OTHER0001,SEE FOLDER INFORMATION,3/9/2018,OPEN,130 COURT ST,3002983,306,39,3002860021,40.68953,-73.992905,11201,BK,130,COURT ST,45,Carroll Gardens-Columbia Street-Red Hook
40442,38064473,RED HOOK HOUSING,E512170,RH-81,PROVIDE CLEANING & OPER INST & DUCT SKET,2/20/2018,OPEN,110 W 9 ST,3339411,306,38,3005380001,40.675722,-74.002405,11231,BK,110,W 9 ST,85,Carroll Gardens-Columbia Street-Red Hook
39974,36130011,DSNY,E459122,OTHER0001,SEE FOLDER INFORMATION,4/5/2016,OPEN,500 HAMILTON AVE,3336714,307,38,3006250002,40.668289,-73.997061,11232,BK,500,HAMILTON AVE,18,Sunset Park West
29766,33218140,SECRET PROJECT ROBOT,E499891,PA 7,PROV COO OR LETTER OF NO OBJ FROM DOB,12/9/2017,OPEN,1186 BROADWAY,3043688,303,41,3016130009,40.692396,-73.927615,11221,BK,1186,BROADWAY,387,Stuyvesant Heights
27355,89003115,NYC MTA,E226716,HRU-13,RESTORE FIRE ALARM SYSTEM,3/18/2008,OPEN,370 JAY ST,3000262,302,33,3001400111,40.692818,-73.987729,11201,BK,370,JAY ST,11,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
29125,93099299,NYC DEPT OF EDUCATION,E479402,PA 17,NOT MATCH CERT OF OCCUPANCY,1/11/2016,OPEN,900 ST MARKS AVE,3031050,308,36,3012290028,40.674237,-73.942392,11213,BK,900,ST MARKS AVE,341,Crown Heights North
37619,6253355,LITWAK DEVELOPMENT CORP.,E421191,FO 4,SEAL TANK,8/29/2017,OPEN,1370 RALPH AVE,3222189,317,45,3079320075,40.643189,-73.920326,11236,BK,1370,RALPH AVE,946,Rugby-Remsen Village
32280,31282296,IS  49 W.J. GAYNOR,E544135,PBU-9A,Provide a LoA for IFA,3/9/2018,OPEN,223 GRAHAM AVE,3070825,301,34,3030250001,40.709758,-73.944519,11206,BK,223,GRAHAM AVE,505,East Williamsburg
34253,31212426,NYC DEPT OF EDUCATION,E561772,PA 24,PROVIDE FLAMEPROOFING AFFIDAVIT,11/2/2018,OPEN,525 LENOX RD,3107846,317,41,3048440001,40.655194,-73.940909,11203,BK,525,LENOX RD,814,East Flatbush-Farragut
39522,27111376,582 GATES LLC,E491607,OTHER0001,SEE FOLDER INFORMATION,10/6/2017,OPEN,482 THROOP AVE,3332253,303,36,3018150040,40.68691,-73.942031,11221,BK,482,THROOP AVE,265,Bedford
33327,31276348,K108 PS108,E458078,PBU-19A,Provide require fireblock/drafstop,12/13/2016,OPEN,200 LINWOOD ST,3087131,305,37,3039260045,40.681279,-73.884331,11208,BK,200,LINWOOD ST,117202,Cypress Hills-City Line
36091,23066962,LIU'S RESTAURANT,E522448,RH-20,PROVIDED ACCESS PANELS,6/13/2018,OPEN,1869 BATH AVE,3167777,311,43,3064050047,40.602886,-74.003854,11214,BK,1869,BATH AVE,280,Bath Beach
34412,26011023,SALAM DELI & GRILL CORP,E559612,RH-44,FUEL & ELECTRICAL SHUT DOWN,11/29/2018,OPEN,597 FLATBUSH AVE,3115044,309,40,3050340001,40.658915,-73.960245,11225,BK,597,FLATBUSH AVE,79801,Prospect Lefferts Gardens-Wingate
27206,38384707,SUGAR CANE,E480798,RH-71,ONE DAY STORAGE SUPPLY OF FUEL,11/5/2018,OPEN,55 WATER ST,3000019,302,33,3000260050,40.70363,-73.99166,11201,BK,55,WATER ST,21,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
31490,24157265,PS  19 ROBERTO CLEMENTE,E314426,PBU-30,PROVIDE OR REPAIR A DOOR,6/23/2011,OPEN,325 S 3 ST,3063188,301,34,3024230001,40.709984,-73.954755,11211,BK,325,S 3 ST,527,North Side-South Side
38839,94037181,KINGSBOROUGH COLLEGE,E439886,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,5/24/2016,OPEN,2110 ORIENTAL BLVD,3326935,315,48,3087600060,40.576367,-73.932522,11235,BK,2110,ORIENTAL BLVD,616,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
38792,38295341,MANHATTAN BEACH CATERING,E530164,RH-2,LEGALIZE EXTINGUISHING SYSTEM -NO RECORD,8/17/2018,OPEN,60 WEST END AVE,3326901,315,48,3087130077,40.580437,-73.953904,11235,BK,60,WEST END AVE,61004,Brighton Beach
37112,31269186,PS 153 HOMECREST- MUSIC,E476283,PBU-27A,Provide fireproof door selfclosing,3/28/2017,OPEN,1970 HOMECREST AVE,3196677,315,48,3072910030,40.601179,-73.960031,11229,BK,1970,HOMECREST AVE,556,Homecrest
29749,24168155,PS 81 THADDEUS STEVENS,E325275,PBU-59,Prov cove swit/junct box/fuse box,4/6/2011,OPEN,990 DE KALB AVE,3043248,303,36,3016020019,40.692922,-73.934795,11221,BK,990,DE KALB AVE,289,Stuyvesant Heights
33020,87075065,N.Y.C.DEPT OF EDUCATION,E424363,SPPA 1,PA PERMIT POSTED BUT MISSING PLANS,10/22/2018,OPEN,411 THATFORD AVE,3082389,316,42,3036040001,40.660179,-73.90687,11212,BK,411,THATFORD AVE,918,Brownsville
39786,31122294,CUNY,E305765,OTHER0001,SEE FOLDER INFORMATION,11/19/2010,OPEN,300 JAY ST,3335892,302,33,3001280001,40.695497,-73.98772,11201,BK,300,JAY ST,13,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
41233,33024357,MTA NYC TRANSIT,E491197,OTHER0001,SEE FOLDER INFORMATION,6/11/2018,OPEN,25 JAMAICA AVE,3393286,305,37,3034760010,40.678287,-73.899807,11207,BK,25,JAMAICA AVE,114201,Cypress Hills-City Line
37438,90054008,NYC DEPT OF EDUCATION,E561089,SPPA 4,NO PA PERMIT,10/3/2018,OPEN,2500 NOSTRAND AVE,3208638,314,45,3076290030,40.623796,-73.946825,11210,BK,2500,NOSTRAND AVE,748,Midwood
32263,33156282,THE PRINTHOUSE INC,E385132,OTHER0001,SEE FOLDER INFORMATION,5/24/2013,OPEN,538 JOHNSON AVE,3070622,301,34,3029940011,40.708335,-73.926292,11237,BK,538,JOHNSON AVE,453,Bushwick North
28904,37038593,EXCEED CHARTER SCHOOL,E502602,PBU-27A,Provide fireproof door selfclosing,10/13/2017,OPEN,433 ST MARKS AVE,3028281,308,35,3011480050,40.677036,-73.960074,11238,BK,433,ST MARKS AVE,305,Crown Heights North
34712,94076205,YELLOW BELLY,E529101,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,8/1/2018,OPEN,1616 CORTELYOU RD,3118752,314,40,3051590001,40.641513,-73.963173,11226,BK,1616,CORTELYOU RD,514,Flatbush
30377,36318590,BLUE COFE RESTAURANT,E170191,RH-20,PROVIDED ACCESS PANELS,9/15/2016,OPEN,1563 FULTON ST,3053680,303,36,3018580034,40.680045,-73.938742,11216,BK,1563,FULTON ST,273,Stuyvesant Heights
35752,93000305,FT.HAMILTON H.S.(BSMT),E293731,RH-85,REINSPECTION REQUIRED,4/21/2010,OPEN,8301 SHORE RD,3152318,310,43,3060130001,40.627169,-74.039343,11209,BK,8301,SHORE RD,46,Bay Ridge
41053,27113208,BUSHWICK PETROLEUM LLC,E491587,OTHER0001,SEE FOLDER INFORMATION,8/14/2018,OPEN,1610 BUSHWICK AVE,3388955,304,37,3034740027,40.68044,-73.903405,11207,BK,1610,BUSHWICK AVE,405,Bushwick South
30520,35151265,HELLO HABIBI DELI,E382789,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,5/28/2015,OPEN,296 WILLOUGHBY AVE,3055148,303,33,3019250034,40.692403,-73.959102,11205,BK,296,WILLOUGHBY AVE,235,Clinton Hill
30519,29040995,MY HABIBI DELI&GROCERY,E412452,RH-3,LEGALIZE - SYSTEM ALTERED,4/6/2015,OPEN,296 WILLOUGHBY AVE,3055148,303,33,3019250034,40.692403,-73.959102,11205,BK,296,WILLOUGHBY AVE,235,Clinton Hill
37471,31276108,YESHIVAT MIZRACHI LBANIM,E549802,PBU-31A,Remove obstruct impeding egress,4/11/2018,OPEN,2810 NOSTRAND AVE,3211291,315,45,3076900051,40.615335,-73.945077,11229,BK,2810,NOSTRAND AVE,642,Madison
28608,24158446,PS 39 HENRY BRISTOW,E325025,PBU-75,Prop close/lock/board up wind/doors,3/22/2011,OPEN,417 6 AVE,3021932,306,39,3010000001,40.668662,-73.982943,11215,BK,417,6 AVE,153,Park Slope-Gowanus
30950,32024598,SCIENCE SKILL H.S.(3FL),E339315,RH-86,HYRDOSTATIC TEST REQUIRED,11/4/2011,OPEN,49 FLATBUSH AVE,3059161,302,35,3021060009,40.687545,-73.979544,11217,BK,49,FLATBUSH AVE,33,Fort Greene
28775,97065502,ENGINE COMPANY 220,E473548,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,8/16/2016,OPEN,530 11 ST,3026278,306,39,3010960025,40.664864,-73.98151,11215,BK,530,11 ST,151,Park Slope-Gowanus
35505,32094559,PENG SHUN REST #9,E559849,RH-82,"PROV 16"" SPACING BET OPEN FLAME & FRYER",12/20/2018,OPEN,6301 8 AVE,3141676,310,38,3057350001,40.633353,-74.011348,11220,BK,6301,8 AVE,120,Sunset Park East
32017,6292312,12 FRANKLIN PROPERTY CO,E315009,FO 4,SEAL TANK,10/26/2011,OPEN,8 MESEROLE AVE,3065478,301,33,3026140008,40.725428,-73.957012,11222,BK,8,MESEROLE AVE,561,Greenpoint
38356,20001715,THROOP AUTO REPAIR INC.,E488216,SPRY00B31,FILE PLANS OF INSTALLATION WITH BLDGS,4/27/2017,OPEN,128 THROOP AVE,3256289,301,33,3022740013,40.700743,-73.944967,11206,BK,128,THROOP AVE,507,Bedford
39511,37354503,980 HOLDINGS LLC,E364290,OTHER0001,SEE FOLDER INFORMATION,9/23/2017,OPEN,980 ATLANTIC AVE,3332190,308,35,3011240037,40.680178,-73.961873,11238,BK,980,ATLANTIC AVE,203,Prospect Heights
35366,36106979,MEAL MART,E439039,RH-24,INSULATION OF GREASE DUCTS,3/22/2016,OPEN,4621 13 AVE,3136974,312,44,3056230002,40.636125,-73.990573,11219,BK,4621,13 AVE,234,Borough Park
38831,20025102,CHINA STAR BUFFET,E439779,RH-86,HYRDOSTATIC TEST REQUIRED,3/23/2016,OPEN,2179 RALPH AVE,3326928,318,46,3083440001,40.625219,-73.916558,11234,BK,2179,RALPH AVE,69601,Georgetown-Marine Park-Bergen Beach-Mill Basin
30906,28193258,MULLFINN52 LTD,E559347,RH-85,REINSPECTION REQUIRED,11/14/2018,OPEN,71 LAFAYETTE AVE,3058854,302,35,3020990088,40.68736,-73.975467,11217,BK,71,LAFAYETTE AVE,33,Fort Greene
37299,91086173,JIZZ-BIZZ INC,E559835,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,12/13/2018,OPEN,2801 CONEY ISLAND AVE,3203827,315,48,3074300057,40.588245,-73.960052,11235,BK,2801,CONEY ISLAND AVE,588,Homecrest
29065,32294092,PAUL ROBESON H.S(1FL),E 350447,RH-84,VIOLATIONS PENDING,7/17/2014,OPEN,150 ALBANY AVE,3030553,308,36,3012160046,40.675909,-73.939309,11213,BK,150,ALBANY AVE,311,Crown Heights North
41547,32213613,NYC DEPT OF EDUCATION,E462244,RH-54,QUARTERLY EXHAUST SYSTEM CLEANING,6/16/2016,OPEN,1057 52 ST,3398120,312,44,3056530055,40.636583,-73.998786,11219,BK,1057,52 ST,220,Borough Park
40043,35168301,NYS HOSPITALS,E503252,MTF101-1,,2/21/2017,OPEN,599 CLARKSON AVE,3337082,309,41,3048330001,40.656611,-73.938977,11203,BK,599,CLARKSON AVE,808,Prospect Lefferts Gardens-Wingate
30778,38276416,JP MORGAN CHASE,E528217,PA 12,REPAIR PANIC HARDWARD ON DOOR,8/7/2018,OPEN,3 METROTECH CENTER,3058223,302,33,3020580017,40.693248,-73.984751,11201,BK,3,METROTECH CENTER,15,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
38259,34020115,PHYSICAL CULTURE,E449808,PA 7,PROV COO OR LETTER OF NO OBJ FROM DOB,9/24/2015,OPEN,857 BROADWAY,3251837,304,34,3031340001,40.698872,-73.938089,11206,BK,857,BROADWAY,389,Bushwick South
41056,31030380,OCEANA CONDOMINIUM,E518101,SPK 12,REPAIR/REPLACE THE DEFECTIVE WATER GONG,3/28/2018,OPEN,55 OCEANA DR E,3389349,313,48,3087207510,40.577516,-73.957024,11235,BK,55,OCEANA DR E,61002,Brighton Beach
31587,91133074,P.S.#31,E512497,RH-53,SEMI ANNUAL INSPECTION & RECORDS REQ.,11/22/2017,OPEN,75 MESEROLE AVE,3065299,301,33,3025950001,40.726937,-73.954073,11222,BK,75,MESEROLE AVE,561,Greenpoint
37969,38029302,FOOD UNIVERSE,E524288,OTHER0001,SEE FOLDER INFORMATION,11/16/2017,OPEN,2424 FLATBUSH AVE,3241968,318,46,3085420046,40.610555,-73.924009,11234,BK,2424,FLATBUSH AVE,662,Georgetown-Marine Park-Bergen Beach-Mill Basin
30229,24154700,PS 25 EUBIE BLAKE,E325346,PBU-52,Limit size of walls decorations,4/11/2011,OPEN,787 LAFAYETTE AVE,3049858,303,36,3017870014,40.691477,-73.940687,11221,BK,787,LAFAYETTE AVE,281,Stuyvesant Heights
38387,96051099,SEAGATE REHABILITATN CTR,E525645,OTHER0001,SEE FOLDER INFORMATION,9/28/2018,OPEN,3015 W 29 ST,3256861,313,47,3070680014,40.572401,-73.994236,11224,BK,3015,W 29 ST,340,Seagate-Coney Island
41764,87026415,CONGREGATION ETZ CHAIM,E562268,SPPA 4,NO PA PERMIT,12/11/2018,OPEN,1643 E 13 ST,3811849,315,48,3067760055,40.609099,-73.959948,11229,BK,1643,E 13 ST,554,Homecrest
41000,31037849,NYC DEPT OF EDUCATION,E561317,VC 20,FAILED TO CONDUCT REQUIR TEST/INSPECTION,10/24/2018,OPEN,64 AVE X,3385667,313,47,3071850020,40.589085,-73.981294,11223,BK,64,AVE X,308,Gravesend
31148,31286529,TALMUD TORAH OF KASHO,E544122,PBU-40,Prov CoF for maint of spk/IFA,2/21/2018,OPEN,324 PENN ST,3060937,301,33,3022210023,40.706055,-73.95188,11211,BK,324,PENN ST,529,Williamsburg
38236,33264797,PETER G YOUNG SHELTER,E418572,OTHER0001,SEE FOLDER INFORMATION,10/11/2013,OPEN,1138 PACIFIC ST,3251075,308,35,3012050011,40.677969,-73.954707,11216,BK,1138,PACIFIC ST,221,Crown Heights North
28899,31102957,NYC DEPT OF EDUCATION,E463097,SPPA 4,NO PA PERMIT,5/6/2016,OPEN,443 ST MARKS AVE,3028281,308,35,3011480050,40.677036,-73.960074,11238,BK,443,ST MARKS AVE,305,Crown Heights North
28404,24116600,PARK WEST CAFE&GRILL INC,E412606,RH-3,LEGALIZE - SYSTEM ALTERED,2/25/2015,OPEN,263 PROSPECT PARK W,3016610,307,38,3008710006,40.658444,-73.981728,11215,BK,263,PROSPECT PARK W,169,Windsor Terrace
35423,31264252,BAIS ROCHEL BORO PARK,E557112,PBU-27A,Provide fireproof door selfclosing,11/14/2018,OPEN,5301 14 AVE,3139072,312,44,3056710001,40.630935,-73.992141,11219,BK,5301,14 AVE,238,Borough Park
28884,24065336,RESTAURANT GEN INC.,E462060,RH-86,HYRDOSTATIC TEST REQUIRED,5/18/2016,OPEN,659 WASHINGTON AVE,3028235,308,35,3011470001,40.677617,-73.963521,11238,BK,659,WASHINGTON AVE,205,Prospect Heights
30077,35055714,CUTA,E438304,OTHER0001,SEE FOLDER INFORMATION,1/15/2015,OPEN,84 SANFORD ST,3048462,303,33,3017360014,40.696377,-73.95397,11205,BK,84,SANFORD ST,1237,Bedford
30501,21073242,LADDER CO. 102,E462459,RH-59,PROVIDE K CLASS OR OTHER EXTINGUISHER,6/28/2016,OPEN,850 BEDFORD AVE,3054771,303,33,3019000050,40.695599,-73.956644,11205,BK,850,BEDFORD AVE,1237,Bedford
37838,37038775,RICHARDS HALL & LOUNGE,E472058,RH-19,TYPE I HOODS Û CONTINUOUS EXTERNAL WELD,1/23/2017,OPEN,9404 AVE L,3232709,318,46,3082590133,40.637144,-73.897219,11236,BK,9404,AVE L,1010,Canarsie
32891,34227231,SUTTER HOUSE ESSEX MGMT,E416339,OTHER0001,SEE FOLDER INFORMATION,7/14/2014,OPEN,701 RALPH AVE,3080793,316,41,3035090001,40.665622,-73.922062,11212,BK,701,RALPH AVE,900,Brownsville
28911,95022059,NYC DEPT OF EDUCATION,E559705,RH-85,REINSPECTION REQUIRED,11/19/2018,OPEN,443 ST MARKS AVE,3028281,308,35,3011480050,40.677036,-73.960074,11238,BK,443,ST MARKS AVE,305,Crown Heights North
28408,35198696,TERE GROCERY STORE CORP,E412664,RH-1,INSTALL FIRE PROTECTION ORDER,7/27/2015,OPEN,431 20 ST,3017278,307,38,3008870049,40.658156,-73.98639,11215,BK,431,20 ST,1502,Windsor Terrace
40451,35089853,ROMI VENTURES LLC,E511334,PA 10,REMOVE LOCKING DEVICES FROM EXITS,10/15/2018,OPEN,107 S 6 ST,3339457,301,34,3024560034,40.710848,-73.964355,11249,BK,107,S 6 ST,549,North Side-South Side
37357,90033747,NYC DEPT OF EDUCATION,E479730,SPPA 4,NO PA PERMIT,12/31/2015,OPEN,2839 BEDFORD AVE,3205788,314,45,3075530041,40.632828,-73.952345,11210,BK,2839,BEDFORD AVE,772,Flatbush
33949,39000740,SUN HING,E556927,RH-85,REINSPECTION REQUIRED,12/20/2018,OPEN,1167 WILLMOHR ST,3101973,317,41,3046720031,40.658497,-73.915937,11212,BK,1167,WILLMOHR ST,890,Rugby-Remsen Village
28271,31269087,PS 169 SUNSET PARK,E557078,PBU-32,Remov all accum. rubb and storag,10/31/2018,OPEN,4305 7 AVE,3011002,307,38,3007320001,40.645792,-74.001687,11232,BK,4305,7 AVE,92,Sunset Park East
30920,24157752,JHS 113 R EDMONDS,E325043,PBU-67,remove port. fueled equipment,4/1/2011,OPEN,300 ADELPHI ST,3059051,302,35,3021030004,40.688564,-73.97145,11205,BK,300,ADELPHI ST,181,Fort Greene
39822,31223530,M.S.142 SCHOOL,E275625,RH-2,LEGALIZE EXTINGUISHING SYSTEM -NO RECORD,10/11/2011,OPEN,610 HENRY ST,3336036,306,39,3003690001,40.679569,-74.0019,11231,BK,610,HENRY ST,63,Carroll Gardens-Columbia Street-Red Hook
41249,96094925,MTA NYC TRANSIT,E520209,STP 19,IDENTIFY FIRE HOSE PFE CABINET W SIGN,5/5/2018,OPEN,25 JAMAICA AVE,3393286,305,37,3034760010,40.678287,-73.899807,11207,BK,25,JAMAICA AVE,114201,Cypress Hills-City Line
41629,38377578,IC INDUSTRY CITY,E516692,HRU-28,PROVIDE COMM FROM FCS TO ELEV.,11/13/2018,OPEN,220 36 ST,3398687,307,38,3006950020,40.656222,-74.00795,11232,BK,220,36 ST,2,Sunset Park West
36446,27143478,HERALD RLTY TWO,E355637,FL 1,FAILED TO ARRANGE A SPK FLOW TEST.,4/10/2014,OPEN,2026 OCEAN AVE,3182044,314,48,3067660030,40.612227,-73.954307,11230,BK,2026,OCEAN AVE,546,Midwood
33857,24160129,I.S. 232 WINTHROP I.S.,E325803,PBU-31A,Remove obstruct impeding egress,4/25/2011,OPEN,905 WINTHROP ST,3099733,317,41,3046060025,40.658926,-73.928735,11203,BK,905,WINTHROP ST,880,Prospect Lefferts Gardens-Wingate
37680,94080785,NYC DEPT OF EDUCATION,E550280,PA 29,INSTAL EXIT LIGHTS AS REQUIRED,12/11/2018,OPEN,956 E 82 ST,3224947,318,46,3080180001,40.635231,-73.910927,11236,BK,956,E 82 ST,956,Canarsie
29781,6269575,SUPERIOR HOMES,E4888650,FO 4,SEAL TANK,12/27/2017,OPEN,214 VAN BUREN ST,3043711,303,36,3016140024,40.690496,-73.937818,11221,BK,214,VAN BUREN ST,279,Stuyvesant Heights
34034,99010159,BROOKDALE HOSPITAL,E417207,RH-3,LEGALIZE - SYSTEM ALTERED,11/24/2015,OPEN,1275 LINDEN BLVD,3103615,317,42,3047180001,40.655036,-73.912358,11212,BK,1275,LINDEN BLVD,890,Rugby-Remsen Village
41866,300095,FLATLANDS &107 CO LLC,E560330,SPK 7,ARRANGE 5 YEAR HYDRO TEST OF SPK SYS,12/13/2018,OPEN,10702 FLATLANDS AVE,3838278,318,46,3082150022,40.648146,-73.892157,11236,BK,10702,FLATLANDS AVE,984,Canarsie
34592,38097770,P.S. 6,E558863,PBU-84,Prov clearance to light fixtures,11/1/2018,OPEN,43 SNYDER AVE,3117230,314,40,3051030079,40.648984,-73.956311,11226,BK,43,SNYDER AVE,794,Erasmus
35858,26010330,PIPIN'S PUB INC,E559823,RH-24,INSULATION OF GREASE DUCTS,12/18/2018,OPEN,9023 3 AVE,3154544,310,43,3060810001,40.62035,-74.032042,11209,BK,9023,3 AVE,58,Bay Ridge
32615,31269160,PS 86 IRVINGTON SCHOOL,E507224,PBU-58,Discont use of tempor wiring,10/3/2017,OPEN,220 IRVING AVE,3075109,304,37,3032890027,40.700607,-73.917788,11237,BK,220,IRVING AVE,431,Bushwick North
35967,31267214,PS 186 DR. I A GLADSTONE,E557427,PBU-11B,Repair fire alarm system,9/21/2018,OPEN,7601 19 AVE,3160923,311,47,3062390001,40.611098,-73.994555,11214,BK,7601,19 AVE,274,Bensonhurst West
31511,30018162,FOUR HAPPY MEN LLC,E412470,RH-3,LEGALIZE - SYSTEM ALTERED,6/23/2015,OPEN,91 S 6 ST,3063554,301,34,3024560042,40.711021,-73.96489,11249,BK,91,S 6 ST,549,North Side-South Side
